TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,MutationScore,disjointMutationScore
org.semanticweb.rulewerk.commands.ExportCommandInterpreterTest.unknonwTask_fails,2,11,3,1,1,0.32,12,101,1,0.00,0.00
org.semanticweb.rulewerk.parser.ParserConfigurationTest.registerDatatype_duplicateName_throws,1,1,1,1,1,0.00,3,11,1,0.00,0.00
org.semanticweb.rulewerk.parser.CommandParserTest.parseCommand,0,9,4,1,1,0.31,11,60,0,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testSubClassOfMinCardinality_one,1,32,7,1,1,0.00,11,175,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.MergingPrefixDeclarationRegistryTest.unresolveAbsoluteIri_baseIsMoreSpecific_baseWins,1,4,2,1,1,0.92,7,44,1,0.00,0.00
org.semanticweb.rulewerk.commands.SetPrefixCommandInterpreterTest.correctUse_succeeds,2,12,3,1,1,0.33,17,98,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testEquivalentClasses,1,24,7,1,1,0.00,20,122,1,0.00,0.00
org.semanticweb.rulewerk.commands.LoadCommandInterpreterTest.correctUseWithOwlTask_missingFile_fails,2,13,3,1,1,0.20,12,143,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.RuleImplTest.bodyNonEmpty,0,6,3,1,1,0.00,1,48,0,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.implementation.TridentDataSourceTest.visit_succeeds,1,1,1,1,1,1.00,6,7,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.testRemoveAndAddStatements,1,59,8,1,1,0.10,13,387,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.GeneratedAnonymousIndividualsTest.testBlanksSkolemChaseSplitHeadPieces,1,52,6,1,1,0.00,34,337,0,0.00,0.00
org.semanticweb.rulewerk.client.shell.ShellTest.readCommand_interruptRequest_CTRLC_nonEmptyPartialLine,1,2,1,1,1,0.79,10,26,1,0.00,0.00
org.semanticweb.rulewerk.commands.AddSourceCommandInterpreterTest.wrongFirstArgumentType_fails,2,12,3,1,1,0.28,12,112,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogDataFromMemoryTest.queryEmptyKnowledgeBaseAfterReasoning,0,0,0,0,0,0.00,11,0,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogKnowledgeBaseTest.hasData_noAliasedPredicates_returnsTrue,1,5,3,1,1,0.03,13,49,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.parseLiteral_incompleteEscapeAtEndOfLiteral_throws,0,6,4,1,1,0.00,27,55,1,0.00,0.00
org.semanticweb.rulewerk.commands.RetractCommandInterpreterTest.wrongArgumentTermNumber_fails,2,10,3,1,1,0.30,12,106,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogToModelConverterTest.testAbstractConstantIriConversion,0,2,1,1,1,0.22,6,27,1,0.00,0.00
org.semanticweb.rulewerk.commands.InterpreterTest.prefixesAreUsed_succeeds,2,8,2,1,1,0.40,15,72,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.LargeAritiesTest.testLargeNumberOfVariablesPerRule,0,0,0,0,0,0.00,27,0,0,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.getOutputQueryResultDirectory_saveFalseDefaultDir,0,1,1,1,1,1.00,4,1,1,0.00,0.00
org.semanticweb.rulewerk.commands.LoadCommandInterpreterTest.correctUseFileNotFoundError_fails,2,12,3,1,1,0.22,14,130,1,0.00,0.00
org.semanticweb.rulewerk.parser.ParserConfigurationTest.registerDirective_reservedName_throws,1,1,1,1,1,0.00,3,12,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.TermImplTest.constantNameNonEmptyTest,0,0,0,0,0,0.00,1,4,0,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.KnowledgeBaseTest.getBase_default_hasEmptyBase,1,40,16,3,3,0.16,14,161,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogReasonerStateTest.testStatementsArrayRemovalBeforeReason,1,44,6,1,1,0.09,8,282,1,0.00,0.00
org.semanticweb.rulewerk.commands.RetractCommandInterpreterTest.wrongArgumentTermStringNoPredicate_fails,2,10,4,1,1,0.27,12,114,1,0.00,0.00
org.semanticweb.rulewerk.rdf.RdfValueToTermConverterTest.convertLiteralLanguage_succeeds,1,2,1,1,1,0.50,9,19,1,0.00,0.00
org.semanticweb.rulewerk.parser.CommandParserTest.parseSourceDeclaration,0,9,4,1,1,0.31,9,60,0,0.00,0.00
org.semanticweb.rulewerk.commands.QueryCommandInterpreterTest.exportIoError_fails,2,10,3,1,1,0.26,14,121,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.NegativeLiteralImplTest.termSizeMatchesPredicateArity,0,4,2,1,1,0.75,5,27,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.MergingPrefixDeclarationRegistryTest.unresolveAbsoluteIri_absoluteIriMergedOntoEmptyBase_staysAbsolute,1,8,2,1,1,0.55,12,57,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogReasonerWriteInferencesTest.forEachInference_throwingAction_throws,2,66,9,1,1,0.00,42,436,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ModelToVLogConverterTest.testVLogRuleRewritingStrategy,0,1,1,1,1,1.00,6,3,1,0.00,0.00
org.semanticweb.rulewerk.rdf.RdfValueToTermConverterTest.convertLiteralDatatype_succeeds,1,2,1,1,1,0.50,9,19,1,0.00,0.00
org.semanticweb.rulewerk.rdf.RdfValueToTermConverterTest.convertUri_succeeds,1,2,1,1,1,0.78,7,14,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testAsymmetricObjectPropertyOf,1,7,3,1,1,0.09,11,30,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogDataFromMemoryTest.testVLogSimpleInference,0,0,0,0,0,0.00,39,0,0,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.KnowledgeBaseTest.writeKnowledgeBase_alsoRuleAndDataSource_succeeds,3,95,25,4,3,0.14,21,408,1,0.00,0.00
org.semanticweb.rulewerk.client.shell.DefaultShellConfigurationTest.buildCompleterClear_unknown,1,3,1,1,1,0.18,19,23,1,0.00,0.00
org.semanticweb.rulewerk.client.shell.DefaultShellConfigurationTest.buildCompleterLoad_task_OWL,1,3,1,1,1,0.18,27,23,1,0.00,0.00
org.semanticweb.rulewerk.commands.AssertCommandInterpreterTest.correctUse_succeeds,2,12,4,1,1,0.30,24,105,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogReasonerStateTest.testResetBeforeLoad,1,5,2,1,1,0.00,4,37,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.AnswerQueryTest.queryEmptyKnowledgeBaseBeforeReasoning,1,32,5,1,1,0.17,14,191,0,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveModelTest.getOutputModelDirectory_saveTrueDefaultDir,0,1,1,1,1,1.00,4,1,1,0.00,0.00
org.semanticweb.rulewerk.commands.QueryCommandInterpreterTest.correctUseExport_succeeds,2,14,4,1,1,0.22,17,135,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.SerializerTest.createThrowingSerializer_succeeds,1,0,0,0,0,0.00,9,10,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.AddDataSourceTest.testAddMultipleDataSourcesForPredicateAfterReasoning,1,53,8,1,1,0.10,29,372,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.PositiveLiteralImplTest.positiveLiteralTostringTest,2,24,10,2,2,0.07,9,96,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.LoggingTest.testLogLevelDebug,1,47,6,1,1,0.10,19,308,0,0.00,0.00
org.semanticweb.rulewerk.commands.HelpCommandInterpreterTest.unknownCommandHelp_succeeds,2,11,4,1,1,0.28,13,106,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testReflexiveObjectPropertyOf,1,4,2,1,1,0.14,9,22,1,0.00,0.00
org.semanticweb.rulewerk.commands.ReasonCommandInterpreterTest.synopsis_succeeds,1,1,1,1,1,0.00,7,2,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.AddDataSourceTest.testAddDataSourceAfterReasoning,1,55,8,1,1,0.11,31,364,0,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.isConfigurationValid_saveTrueNullDir_notValid,0,1,1,1,1,1.00,4,2,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogReasonerWriteInferencesTest.unsafeForEachInference_throwingAction_throws,2,66,9,1,1,0.00,42,436,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.TermImplTest.datatypeNonEmptyTest,0,0,0,0,0,0.00,1,6,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.answerQuery_PredicateNotLoaded_KbChanged,1,40,6,1,1,0.15,12,248,0,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveModelTest.isDirectoryValid_existingFile_nonValid,1,1,1,1,1,1.00,7,8,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.isSaveResultsl_saveFalseDefaultDir,0,1,1,1,1,1.00,10,11,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.parse_absoluteIriInRuleBody_succeeds,0,8,4,1,1,0.03,26,55,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.setOutputQueryResultDirectory_and_getOutputQueryResultsDirectory,1,2,1,1,1,1.00,8,7,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testNominalsInConjunctionRightSubClassOfClass,1,21,7,1,1,0.00,7,108,1,0.00,0.00
org.semanticweb.rulewerk.commands.RemoveSourceCommandInterpreterTest.help_succeeds,3,9,4,1,1,0.00,17,64,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.LoggingTest.testLogLevelDefault,1,47,6,1,1,0.10,25,308,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ConjunctionImplTest.testEqualsPositiveLiterals,1,21,8,2,2,0.11,23,84,1,0.00,0.00
org.semanticweb.rulewerk.commands.SetPrefixCommandInterpreterTest.help_succeeds,3,9,4,1,1,0.00,17,64,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.testStatementsArrayNotRemovedAfterReason,1,55,8,1,1,0.10,30,383,0,0.00,0.00
org.semanticweb.rulewerk.parser.ParserConfigurationTest.registerDirective_unreserverdName_succeeds,1,1,1,1,1,1.00,5,12,1,0.00,0.00
org.semanticweb.rulewerk.commands.QueryCommandInterpreterTest.wrongArgumentWrongExportFileNoTerm_fails,2,8,3,1,1,0.28,12,110,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserConfigurableLiteralTest.parseLiteral_mismatchedNestedParenLiteral_throws,1,8,4,1,1,0.09,7,59,1,0.00,0.00
org.semanticweb.rulewerk.commands.RemoveSourceCommandInterpreterTest.correctUse_succeeds,2,17,5,1,1,0.23,27,131,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testHasValue,1,27,7,1,1,0.00,14,123,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.mkdir_saveTrueExistingDirectory,1,1,1,1,1,1.00,8,11,1,0.00,0.00
org.semanticweb.rulewerk.commands.LoadCommandInterpreterTest.wrongArgumentCount_fails,2,12,4,1,1,0.25,12,122,1,0.00,0.00
